idx,true,length,bow,llm_only,singh,webrag
492,Normal,Normal,Normal,Normal,Normal,Normal
493,Normal,Normal,Normal,Normal,Normal,Normal
494,Fraud,Fraud,Fraud,Fraud,Normal,Normal
495,Normal,Normal,Normal,Fraud,Normal,Normal
496,Normal,Normal,Normal,Normal,Normal,Normal
497,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
498,Normal,Normal,Normal,Normal,Normal,Normal
499,Fraud,Normal,Normal,Fraud,Fraud,Fraud
500,Normal,Normal,Normal,Normal,Normal,Normal
501,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
502,Normal,Normal,Normal,Normal,Normal,Normal
503,Normal,Normal,Normal,Normal,Normal,Normal
504,Normal,Normal,Normal,Fraud,Fraud,Normal
505,Normal,Normal,Normal,Normal,Normal,Normal
506,Normal,Normal,Normal,Normal,Normal,Normal
507,Normal,Normal,Normal,Fraud,Normal,Normal
508,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
509,Normal,Normal,Normal,Normal,Normal,Normal
510,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
511,Normal,Normal,Normal,Normal,Normal,Normal
512,Normal,Normal,Normal,Fraud,Normal,Fraud
513,Normal,Normal,Normal,Fraud,Normal,Normal
514,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
515,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
516,Normal,Normal,Normal,Normal,Normal,Normal
517,Normal,Normal,Normal,Normal,Normal,Normal
518,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
519,Normal,Normal,Normal,Normal,Normal,Normal
520,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
521,Normal,Normal,Normal,Normal,Normal,Normal
522,Normal,Normal,Normal,Normal,Fraud,Normal
523,Normal,Normal,Normal,Fraud,Normal,Normal
524,Normal,Fraud,Normal,Normal,Normal,Normal
525,Normal,Normal,Normal,Fraud,Fraud,Normal
526,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
527,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
528,Normal,Normal,Normal,Fraud,Normal,Normal
529,Normal,Normal,Normal,Normal,Normal,Normal
530,Normal,Normal,Normal,Normal,Fraud,Normal
531,Normal,Normal,Normal,Normal,Normal,Normal
532,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
533,Normal,Fraud,Normal,Normal,Normal,Normal
534,Normal,Normal,Normal,Fraud,Normal,Fraud
535,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
536,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
537,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
538,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
539,Normal,Normal,Normal,Normal,Normal,Normal
540,Normal,Normal,Normal,Normal,Normal,Normal
541,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
542,Normal,Normal,Normal,Normal,Normal,Normal
543,Normal,Normal,Normal,Normal,Normal,Fraud
544,Normal,Normal,Normal,Normal,Normal,Normal
545,Normal,Normal,Normal,Normal,Normal,Normal
546,Normal,Normal,Normal,Normal,Normal,Normal
547,Normal,Normal,Normal,Normal,Normal,Normal
548,Normal,Fraud,Normal,Fraud,Normal,Normal
549,Normal,Normal,Normal,Normal,Fraud,Normal
550,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
551,Normal,Normal,Normal,Normal,Normal,Normal
552,Normal,Normal,Normal,Normal,Normal,Normal
553,Normal,Normal,Normal,Normal,Normal,Normal
554,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
555,Normal,Normal,Normal,Normal,Normal,Normal
556,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
557,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
558,Normal,Normal,Normal,Normal,Fraud,Normal
559,Normal,Normal,Normal,Normal,Fraud,Normal
560,Normal,Normal,Normal,Normal,Fraud,Normal
561,Normal,Normal,Normal,Normal,Fraud,Normal
562,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
563,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
564,Normal,Normal,Normal,Normal,Fraud,Normal
565,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
566,Normal,Normal,Normal,Normal,Normal,Normal
567,Normal,Normal,Normal,Normal,Normal,Normal
568,Normal,Normal,Normal,Normal,Normal,Normal
569,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
570,Normal,Normal,Normal,Normal,Normal,Normal
571,Normal,Normal,Normal,Normal,Normal,Normal
572,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
573,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
574,Normal,Normal,Normal,Normal,Normal,Normal
575,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
576,Normal,Normal,Normal,Normal,Normal,Normal
577,Normal,Normal,Normal,Normal,Normal,Normal
578,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
579,Normal,Normal,Normal,Normal,Normal,Normal
580,Normal,Normal,Normal,Normal,Normal,Normal
581,Normal,Fraud,Normal,Normal,Normal,Normal
582,Normal,Normal,Normal,Normal,Normal,Normal
583,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
584,Normal,Normal,Normal,Fraud,Fraud,Fraud
585,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
586,Normal,Normal,Normal,Normal,Normal,Normal
587,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
588,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
589,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
590,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
591,Normal,Normal,Normal,Normal,Normal,Normal
592,Normal,Normal,Normal,Normal,Normal,Normal
593,Normal,Normal,Normal,Fraud,Fraud,Normal
594,Normal,Normal,Normal,Normal,Normal,Normal
595,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
596,Normal,Normal,Normal,Normal,Normal,Normal
597,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
598,Normal,Normal,Normal,Normal,Normal,Normal
599,Normal,Normal,Normal,Normal,Normal,Normal
600,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
601,Normal,Normal,Normal,Normal,Normal,Normal
602,Normal,Normal,Normal,Fraud,Normal,Normal
603,Normal,Normal,Normal,Normal,Normal,Normal
604,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
605,Normal,Normal,Normal,Normal,Normal,Normal
606,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
607,Normal,Normal,Normal,Fraud,Normal,Normal
608,Normal,Normal,Normal,Normal,Normal,Normal
609,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
610,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
611,Normal,Normal,Normal,Normal,Normal,Normal
612,Normal,Normal,Normal,Fraud,Fraud,Fraud
613,Normal,Normal,Normal,Fraud,Normal,Normal
614,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
615,Fraud,Fraud,Normal,Fraud,Fraud,Fraud
616,Normal,Normal,Normal,Fraud,Normal,Normal
617,Normal,Normal,Normal,Normal,Normal,Normal
618,Normal,Normal,Normal,Normal,Normal,Normal
619,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
620,Normal,Normal,Normal,Normal,Normal,Normal
621,Normal,Normal,Normal,Normal,Normal,Normal
622,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
623,Normal,Normal,Normal,Fraud,Normal,Normal
624,Fraud,Normal,Normal,Fraud,Fraud,Fraud
625,Normal,Normal,Normal,Fraud,Normal,Normal
626,Normal,Normal,Normal,Normal,Fraud,Normal
627,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
628,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
629,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
630,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
631,Fraud,Fraud,Fraud,Fraud,Normal,Fraud
632,Normal,Normal,Normal,Normal,Normal,Normal
633,Normal,Normal,Normal,Normal,Normal,Normal
634,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
635,Normal,Normal,Normal,Normal,Normal,Normal
636,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
637,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
638,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
639,Normal,Normal,Normal,Normal,Normal,Normal
640,Normal,Normal,Normal,Normal,Normal,Normal
641,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
642,Fraud,Fraud,Fraud,Fraud,Fraud,Fraud
